id	filename	md5	size	state
8d14c291-7a0e-442c-a1b0-e094b578bc25	8d14c291-7a0e-442c-a1b0-e094b578bc25/nationwidechildrens.org_biospecimen.TCGA-G3-A3CG.xml	5fbc6d1398191bb305f4e063ec1a48b6	58881	validated
8d346835-19a3-4e6a-9b19-8101d195bc6b	8d346835-19a3-4e6a-9b19-8101d195bc6b/nationwidechildrens.org_biospecimen.TCGA-UB-AA0V.xml	bf3b7b2812ae807ae0a1c057e9d49934	52260	validated
8fd9b555-91f9-4bfa-af73-d91de238470b	8fd9b555-91f9-4bfa-af73-d91de238470b/nationwidechildrens.org_biospecimen.TCGA-DD-A11A.xml	4a81465a8387927f6bf374b808e7e01e	103616	validated
93b72cec-76ab-4ea6-a4e3-ff7a84a866b2	93b72cec-76ab-4ea6-a4e3-ff7a84a866b2/nationwidechildrens.org_biospecimen.TCGA-DD-A4NI.xml	99b3f70d4b657f45d084876c32717c9b	82892	validated
945543e9-1085-4bed-9f1a-5d9277df9cd8	945543e9-1085-4bed-9f1a-5d9277df9cd8/nationwidechildrens.org_biospecimen.TCGA-DD-A3A5.xml	2d7476bad637743d88d5a089213b5fe6	69908	validated
96f9cb4f-4245-45b5-b7ae-588326bbf9b5	96f9cb4f-4245-45b5-b7ae-588326bbf9b5/nationwidechildrens.org_biospecimen.TCGA-DD-A73G.xml	5035e7bd6203f59cae18438d0a40fe55	54285	validated
981f37f5-437e-4ac0-aa62-20b19b88ddc5	981f37f5-437e-4ac0-aa62-20b19b88ddc5/nationwidechildrens.org_biospecimen.TCGA-GJ-A3OU.xml	4e7c8b553a7e80f7a2c40bb2378d1f91	52246	validated
983b1109-ae3f-4a43-9212-6dcd28c44d74	983b1109-ae3f-4a43-9212-6dcd28c44d74/nationwidechildrens.org_biospecimen.TCGA-2Y-A9H4.xml	ae012e5a40997b7604f0e64dd4db8ba6	52262	validated
9988b047-a6f0-46ed-9c5f-8c995b345936	9988b047-a6f0-46ed-9c5f-8c995b345936/nationwidechildrens.org_biospecimen.TCGA-DD-AAE8.xml	d9db197c43da55fb9487966e2b9deb80	43978	validated
9a900d11-a553-426e-b157-c3e841b2d6f9	9a900d11-a553-426e-b157-c3e841b2d6f9/nationwidechildrens.org_biospecimen.TCGA-CC-A3M9.xml	63fafeabd1294a5f33505952a30b4732	58879	validated
9d80c993-07fa-4348-8c38-93bea5cdab6f	9d80c993-07fa-4348-8c38-93bea5cdab6f/nationwidechildrens.org_biospecimen.TCGA-DD-A1EJ.xml	ddcb7f0fad366a11bd3dec7f1e5cf164	80494	validated
9f81ee69-af1b-4c80-8b1f-48863425e2e7	9f81ee69-af1b-4c80-8b1f-48863425e2e7/nationwidechildrens.org_biospecimen.TCGA-BC-A217.xml	a3d7f043ba24b871547c7b00d989d1a2	58919	validated
a2ac7e1d-d861-4c06-a3d7-8767c9202918	a2ac7e1d-d861-4c06-a3d7-8767c9202918/nationwidechildrens.org_biospecimen.TCGA-DD-AACN.xml	439b011d7ed825f150661cbe13c4a741	41520	validated
a67a9a9a-e070-4a44-b764-8d0fe55df3fe	a67a9a9a-e070-4a44-b764-8d0fe55df3fe/nationwidechildrens.org_biospecimen.TCGA-G3-AAUZ.xml	99d2ca88d304975bf7c3c81ea2500c6c	52262	validated
a87d5365-5cee-46b0-ba12-a6f524bfdd13	a87d5365-5cee-46b0-ba12-a6f524bfdd13/nationwidechildrens.org_biospecimen.TCGA-G3-A3CH.xml	6f7c6a90733467c62ea9802d69523d3c	72365	validated
a8a69e33-661b-4607-b279-9e4b8efc6a2a	a8a69e33-661b-4607-b279-9e4b8efc6a2a/nationwidechildrens.org_biospecimen.TCGA-XR-A8TC.xml	dbf741a0e9510a60c4a9e6879e3db23f	53900	validated
b0876086-0b6e-4b54-9b70-9b07fc9d9b94	b0876086-0b6e-4b54-9b70-9b07fc9d9b94/nationwidechildrens.org_biospecimen.TCGA-PD-A5DF.xml	ec690e351f8c38af806cce548e4ffe5c	53960	validated
b114a2dd-9c8a-4ec4-b797-9113ccc17380	b114a2dd-9c8a-4ec4-b797-9113ccc17380/nationwidechildrens.org_biospecimen.TCGA-G3-A6UC.xml	8c85cdcdbc5711bec2b5e101c2759ae0	52298	validated
b34dff13-77fc-412b-8b44-49ba5cf5968f	b34dff13-77fc-412b-8b44-49ba5cf5968f/nationwidechildrens.org_biospecimen.TCGA-ED-A5KG.xml	976fa5b37ca1c58234f359fd435a0cf8	58882	validated
b492d09a-8075-4680-abbb-10c5223b3261	b492d09a-8075-4680-abbb-10c5223b3261/nationwidechildrens.org_biospecimen.TCGA-DD-AAEB.xml	3cbc73025319d58c4d9d6b3b7668ac73	41522	validated
b499b004-7533-469e-8f8e-d23a148b0142	b499b004-7533-469e-8f8e-d23a148b0142/nationwidechildrens.org_biospecimen.TCGA-2Y-A9GV.xml	838f0a2804a84533c14a25e58e272104	52264	validated
b54b45e2-affc-4f4b-8988-fdafbfaa1b46	b54b45e2-affc-4f4b-8988-fdafbfaa1b46/nationwidechildrens.org_biospecimen.TCGA-2Y-A9HA.xml	0914cbb14efcd1285449f41288da71b1	52258	validated
